year,disaster,fips,disaster_dct,disaster_dc,disaster_dt,disaster_d,category,disaster_ct
2012,Hail,48421,4,68,13385,209891,top2,12
2012,Drought,48421,7,7,7883,37442,top10,12
2012,Thunderstorm Wind,48421,1,17,16238,216417,top2,12
2012,Drought,48422,8,8,7883,37442,top10,8
1997,Heavy Rain,48423,1,2,558,13299,top20,18
1997,Flash Flood,48423,7,64,3027,52939,top10,18
1997,Thunderstorm Wind,48423,2,133,9868,216417,top2,18
1997,Hail,48423,5,148,8612,209891,top2,18
1997,Lightning,48423,3,12,841,12849,top20,18
2002,Thunderstorm Wind,48423,9,133,12004,216417,top2,16
2002,Hail,48423,6,148,12540,209891,top2,16
2002,Flash Flood,48423,1,64,3234,52939,top10,16
2007,Thunderstorm Wind,48423,10,133,13015,216417,top2,42
2007,Lightning,48423,4,12,721,12849,top20,42
2007,Hail,48423,8,148,12711,209891,top2,42
2007,Flash Flood,48423,18,64,3688,52939,top10,42
2007,Flood,48423,2,3,1804,32593,top10,42
2012,Thunderstorm Wind,48423,10,133,16238,216417,top2,24
2012,Flash Flood,48423,5,64,2304,52939,top10,24
2012,Drought,48423,2,2,7883,37442,top10,24
2012,Hail,48423,7,148,13385,209891,top2,24
2012,Drought,48424,7,7,7883,37442,top10,7
1997,Flash Flood,48425,4,13,3027,52939,top10,6
1997,Hail,48425,1,22,8612,209891,top2,6
1997,Thunderstorm Wind,48425,1,25,9868,216417,top2,6
2002,Thunderstorm Wind,48425,1,25,12004,216417,top2,4
2002,Hail,48425,3,22,12540,209891,top2,4
2007,Flash Flood,48425,3,13,3688,52939,top10,9
2007,Thunderstorm Wind,48425,3,25,13015,216417,top2,9
2007,Lightning,48425,1,2,721,12849,top20,9
2007,Hail,48425,1,22,12711,209891,top2,9
2007,Flood,48425,1,1,1804,32593,top10,9
2012,Heavy Rain,48425,1,1,1041,13299,top20,1
1997,Flash Flood,48427,1,26,3027,52939,top10,11
1997,Thunderstorm Wind,48427,4,26,9868,216417,top2,11
1997,Hail,48427,6,39,8612,209891,top2,11
2002,Hail,48427,8,39,12540,209891,top2,11
2002,Flash Flood,48427,2,26,3234,52939,top10,11
2002,Thunderstorm Wind,48427,1,26,12004,216417,top2,11
2007,Hail,48427,6,39,12711,209891,top2,18
2007,Thunderstorm Wind,48427,5,26,13015,216417,top2,18
2007,Flash Flood,48427,7,26,3688,52939,top10,18
2012,Flash Flood,48427,1,26,2304,52939,top10,6
2012,Thunderstorm Wind,48427,2,26,16238,216417,top2,6
2012,Hail,48427,3,39,13385,209891,top2,6
1997,Hail,48429,6,77,8612,209891,top2,14
1997,Flash Flood,48429,5,15,3027,52939,top10,14
1997,Thunderstorm Wind,48429,3,31,9868,216417,top2,14
2002,Hail,48429,9,77,12540,209891,top2,11
2002,Thunderstorm Wind,48429,2,31,12004,216417,top2,11
2007,Thunderstorm Wind,48429,1,31,13015,216417,top2,8
2007,Flash Flood,48429,6,15,3688,52939,top10,8
2007,Hail,48429,1,77,12711,209891,top2,8
2012,Hail,48429,5,77,13385,209891,top2,7
2012,Thunderstorm Wind,48429,2,31,16238,216417,top2,7
1997,Hail,48431,1,50,8612,209891,top2,2
1997,Thunderstorm Wind,48431,1,11,9868,216417,top2,2
2002,Hail,48431,3,50,12540,209891,top2,3
2007,Flash Flood,48431,3,11,3688,52939,top10,10
2007,Thunderstorm Wind,48431,1,11,13015,216417,top2,10
2007,Hail,48431,5,50,12711,209891,top2,10
2007,Tornado,48431,1,9,1238,22750,top10,10
2012,Hail,48431,6,50,13385,209891,top2,11
2012,Tornado,48431,3,9,1057,22750,top10,11
2012,Flash Flood,48431,1,11,2304,52939,top10,11
2012,Thunderstorm Wind,48431,1,11,16238,216417,top2,11
1997,Hail,48433,2,74,8612,209891,top2,3
1997,Thunderstorm Wind,48433,1,16,9868,216417,top2,3
2002,Flash Flood,48433,2,3,3234,52939,top10,6
2002,Hail,48433,3,74,12540,209891,top2,6
2002,Thunderstorm Wind,48433,1,16,12004,216417,top2,6
2007,Hail,48433,1,74,12711,209891,top2,2
2007,Thunderstorm Wind,48433,1,16,13015,216417,top2,2
2012,Hail,48433,2,74,13385,209891,top2,3
2012,Tornado,48433,1,7,1057,22750,top10,3
1997,Hail,48435,2,36,8612,209891,top2,3
1997,Flash Flood,48435,1,27,3027,52939,top10,3
2002,Flash Flood,48435,5,27,3234,52939,top10,6
2002,Hail,48435,1,36,12540,209891,top2,6
2007,Tornado,48435,1,4,1238,22750,top10,6
2007,Hail,48435,1,36,12711,209891,top2,6
2007,Heavy Rain,48435,1,1,874,13299,top20,6
2007,Flash Flood,48435,3,27,3688,52939,top10,6
2012,Hail,48435,2,36,13385,209891,top2,2
1997,Hail,48437,11,103,8612,209891,top2,18
1997,Tornado,48437,3,23,1180,22750,top10,18
1997,Thunderstorm Wind,48437,1,39,9868,216417,top2,18
1997,Flash Flood,48437,2,8,3027,52939,top10,18
1997,Funnel Cloud,48437,1,1,372,6056,top30,18
2002,Tornado,48437,3,23,1040,22750,top10,13
2002,Hail,48437,9,103,12540,209891,top2,13
2002,Thunderstorm Wind,48437,1,39,12004,216417,top2,13
2007,Hail,48437,11,103,12711,209891,top2,23
2007,Thunderstorm Wind,48437,5,39,13015,216417,top2,23
2007,Tornado,48437,7,23,1238,22750,top10,23
2012,Hail,48437,4,103,13385,209891,top2,14
2012,Thunderstorm Wind,48437,8,39,16238,216417,top2,14
2012,Flood,48437,2,3,992,32593,top10,14
1997,Flash Flood,48439,17,155,3027,52939,top10,63
1997,Thunderstorm Wind,48439,22,295,9868,216417,top2,63
1997,Lightning,48439,5,61,841,12849,top20,63
1997,Hail,48439,18,458,8612,209891,top2,63
1997,Tornado,48439,1,27,1180,22750,top10,63
2002,Tornado,48439,4,27,1040,22750,top10,59
2002,Flash Flood,48439,11,155,3234,52939,top10,59
2002,Thunderstorm Wind,48439,16,295,12004,216417,top2,59
2002,Hail,48439,25,458,12540,209891,top2,59
2002,Lightning,48439,2,61,875,12849,top20,59
2002,Heavy Rain,48439,1,7,562,13299,top20,59
2007,Thunderstorm Wind,48439,22,295,13015,216417,top2,91
2007,Hail,48439,40,458,12711,209891,top2,91
2007,Flash Flood,48439,21,155,3688,52939,top10,91
2007,Lightning,48439,2,61,721,12849,top20,91
2007,Tornado,48439,4,27,1238,22750,top10,91
2007,Flood,48439,2,8,1804,32593,top10,91
2012,Thunderstorm Wind,48439,19,295,16238,216417,top2,43
2012,Hail,48439,11,458,13385,209891,top2,43
2012,Lightning,48439,5,61,591,12849,top20,43
2012,Flash Flood,48439,4,155,2304,52939,top10,43
2012,Tornado,48439,2,27,1057,22750,top10,43
2012,Flood,48439,2,8,992,32593,top10,43
1997,Thunderstorm Wind,48441,12,104,9868,216417,top2,30
1997,Hail,48441,12,208,8612,209891,top2,30
1997,Flash Flood,48441,5,41,3027,52939,top10,30
1997,Tornado,48441,1,17,1180,22750,top10,30
2002,Hail,48441,26,208,12540,209891,top2,45
2002,Tornado,48441,7,17,1040,22750,top10,45
2002,Thunderstorm Wind,48441,10,104,12004,216417,top2,45
2002,Flash Flood,48441,1,41,3234,52939,top10,45
2002,Flood,48441,1,4,1773,32593,top10,45
2007,Flash Flood,48441,19,41,3688,52939,top10,31
2007,Thunderstorm Wind,48441,1,104,13015,216417,top2,31
2007,Flood,48441,3,4,1804,32593,top10,31
2007,Heavy Rain,48441,2,2,874,13299,top20,31
2007,Hail,48441,5,208,12711,209891,top2,31
2007,Tornado,48441,1,17,1238,22750,top10,31
2012,Hail,48441,15,208,13385,209891,top2,29
2012,Thunderstorm Wind,48441,13,104,16238,216417,top2,29
2012,Flash Flood,48441,1,41,2304,52939,top10,29
1997,Flash Flood,48443,2,27,3027,52939,top10,4
1997,Thunderstorm Wind,48443,1,21,9868,216417,top2,4
1997,Hail,48443,1,53,8612,209891,top2,4
2002,Flash Flood,48443,1,27,3234,52939,top10,4
2002,Hail,48443,3,53,12540,209891,top2,4
2007,Hail,48443,3,53,12711,209891,top2,6
2007,Thunderstorm Wind,48443,2,21,13015,216417,top2,6
2007,Flash Flood,48443,1,27,3688,52939,top10,6
2012,Thunderstorm Wind,48443,2,21,16238,216417,top2,4
2012,Hail,48443,2,53,13385,209891,top2,4
1997,Hail,48445,8,114,8612,209891,top2,12
1997,Thunderstorm Wind,48445,4,41,9868,216417,top2,12
2002,Hail,48445,10,114,12540,209891,top2,11
2002,Thunderstorm Wind,48445,1,41,12004,216417,top2,11
2007,Hail,48445,7,114,12711,209891,top2,13
2007,Flash Flood,48445,2,8,3688,52939,top10,13
2007,Flood,48445,1,2,1804,32593,top10,13
2007,Thunderstorm Wind,48445,3,41,13015,216417,top2,13
2012,Funnel Cloud,48445,2,2,326,6056,top30,4
2012,Hail,48445,1,114,13385,209891,top2,4
2012,Thunderstorm Wind,48445,1,41,16238,216417,top2,4
1997,Thunderstorm Wind,48447,2,28,9868,216417,top2,3
1997,Hail,48447,1,71,8612,209891,top2,3
2002,Hail,48447,2,71,12540,209891,top2,9
2002,Tornado,48447,4,11,1040,22750,top10,9
2002,Flash Flood,48447,1,7,3234,52939,top10,9
2002,Thunderstorm Wind,48447,2,28,12004,216417,top2,9
2007,Hail,48447,4,71,12711,209891,top2,11
2007,Flash Flood,48447,2,7,3688,52939,top10,11
2007,Tornado,48447,2,11,1238,22750,top10,11
2007,Heavy Rain,48447,1,1,874,13299,top20,11
2007,Thunderstorm Wind,48447,2,28,13015,216417,top2,11
2012,Thunderstorm Wind,48447,3,28,16238,216417,top2,7
2012,Hail,48447,4,71,13385,209891,top2,7
1997,Thunderstorm Wind,48449,7,42,9868,216417,top2,13
1997,Hail,48449,4,39,8612,209891,top2,13
1997,Heavy Rain,48449,1,1,558,13299,top20,13
1997,Flash Flood,48449,1,17,3027,52939,top10,13
2002,Hail,48449,1,39,12540,209891,top2,1
2007,Thunderstorm Wind,48449,4,42,13015,216417,top2,10
2007,Hail,48449,2,39,12711,209891,top2,10
2007,Flash Flood,48449,4,17,3688,52939,top10,10
2012,Hail,48449,4,39,13385,209891,top2,9
2012,Thunderstorm Wind,48449,5,42,16238,216417,top2,9
1997,Thunderstorm Wind,48451,9,86,9868,216417,top2,23
1997,Tornado,48451,1,17,1180,22750,top10,23
1997,Hail,48451,10,272,8612,209891,top2,23
1997,Flash Flood,48451,3,53,3027,52939,top10,23
2002,Hail,48451,28,272,12540,209891,top2,49
2002,Thunderstorm Wind,48451,12,86,12004,216417,top2,49
2002,Flash Flood,48451,6,53,3234,52939,top10,49
2002,Tornado,48451,3,17,1040,22750,top10,49
2007,Thunderstorm Wind,48451,11,86,13015,216417,top2,43
2007,Hail,48451,23,272,12711,209891,top2,43
2007,Flash Flood,48451,6,53,3688,52939,top10,43
2007,Tornado,48451,1,17,1238,22750,top10,43
2007,Lightning,48451,1,3,721,12849,top20,43
2007,Heavy Rain,48451,1,1,874,13299,top20,43
2012,Hail,48451,14,272,13385,209891,top2,25
2012,Thunderstorm Wind,48451,7,86,16238,216417,top2,25
2012,Flash Flood,48451,4,53,2304,52939,top10,25
1997,Flash Flood,48453,11,108,3027,52939,top10,26
1997,Thunderstorm Wind,48453,8,68,9868,216417,top2,26
1997,Tornado,48453,3,16,1180,22750,top10,26
1997,Hail,48453,4,163,8612,209891,top2,26
2002,Thunderstorm Wind,48453,5,68,12004,216417,top2,19
2002,Hail,48453,3,163,12540,209891,top2,19
2002,Flash Flood,48453,9,108,3234,52939,top10,19
2002,Lightning,48453,1,11,875,12849,top20,19
2002,Tornado,48453,1,16,1040,22750,top10,19
2007,Flood,48453,4,7,1804,32593,top10,21
2007,Flash Flood,48453,13,108,3688,52939,top10,21
2007,Hail,48453,1,163,12711,209891,top2,21
2007,Funnel Cloud,48453,1,4,340,6056,top30,21
2007,Thunderstorm Wind,48453,2,68,13015,216417,top2,21
2012,Hail,48453,7,163,13385,209891,top2,24
2012,Thunderstorm Wind,48453,4,68,16238,216417,top2,24
2012,Flash Flood,48453,11,108,2304,52939,top10,24
2012,Funnel Cloud,48453,1,4,326,6056,top30,24
2012,Tornado,48453,1,16,1057,22750,top10,24
1997,Hail,48455,3,30,8612,209891,top2,17
1997,Tornado,48455,3,9,1180,22750,top10,17
1997,Flash Flood,48455,3,23,3027,52939,top10,17
1997,Thunderstorm Wind,48455,8,63,9868,216417,top2,17
2002,Thunderstorm Wind,48455,1,63,12004,216417,top2,2
2002,Flash Flood,48455,1,23,3234,52939,top10,2
2007,Thunderstorm Wind,48455,1,63,13015,216417,top2,5
2007,Hail,48455,3,30,12711,209891,top2,5
2007,Flash Flood,48455,1,23,3688,52939,top10,5
2012,Thunderstorm Wind,48455,7,63,16238,216417,top2,8
2012,Hail,48455,1,30,13385,209891,top2,8
1997,Thunderstorm Wind,48457,4,52,9868,216417,top2,8
1997,Flash Flood,48457,1,8,3027,52939,top10,8
1997,Tornado,48457,1,8,1180,22750,top10,8
1997,Flood,48457,1,1,1946,32593,top10,8
1997,Hail,48457,1,47,8612,209891,top2,8
2002,Thunderstorm Wind,48457,4,52,12004,216417,top2,5
2002,Hail,48457,1,47,12540,209891,top2,5
2007,Hail,48457,4,47,12711,209891,top2,8
2007,Tornado,48457,1,8,1238,22750,top10,8
2007,Thunderstorm Wind,48457,3,52,13015,216417,top2,8
2012,Tornado,48457,1,8,1057,22750,top10,2
2012,Thunderstorm Wind,48457,1,52,16238,216417,top2,2
1997,Flash Flood,48459,5,29,3027,52939,top10,16
1997,Hail,48459,3,70,8612,209891,top2,16
1997,Thunderstorm Wind,48459,8,77,9868,216417,top2,16
2002,Thunderstorm Wind,48459,2,77,12004,216417,top2,3
2002,Hail,48459,1,70,12540,209891,top2,3
2007,Hail,48459,4,70,12711,209891,top2,15
2007,Thunderstorm Wind,48459,5,77,13015,216417,top2,15
2007,Flash Flood,48459,6,29,3688,52939,top10,15
2012,Thunderstorm Wind,48459,5,77,16238,216417,top2,9
2012,Hail,48459,4,70,13385,209891,top2,9
1997,Hail,48461,4,61,8612,209891,top2,6
1997,Thunderstorm Wind,48461,2,23,9868,216417,top2,6
2002,Thunderstorm Wind,48461,3,23,12004,216417,top2,12
2002,Hail,48461,7,61,12540,209891,top2,12
2002,Flash Flood,48461,2,30,3234,52939,top10,12
2007,Hail,48461,11,61,12711,209891,top2,16
2007,Thunderstorm Wind,48461,4,23,13015,216417,top2,16
2007,Tornado,48461,1,5,1238,22750,top10,16
2012,Hail,48461,1,61,13385,209891,top2,1
1997,Tornado,48463,1,7,1180,22750,top10,12
1997,Thunderstorm Wind,48463,4,22,9868,216417,top2,12
1997,Funnel Cloud,48463,1,3,372,6056,top30,12
1997,Hail,48463,4,62,8612,209891,top2,12
1997,Flash Flood,48463,2,71,3027,52939,top10,12
2002,Flash Flood,48463,9,71,3234,52939,top10,16
2002,Hail,48463,4,62,12540,209891,top2,16
2002,Thunderstorm Wind,48463,1,22,12004,216417,top2,16
2002,Tornado,48463,2,7,1040,22750,top10,16
2007,Hail,48463,5,62,12711,209891,top2,26
2007,Flash Flood,48463,15,71,3688,52939,top10,26
2007,Flood,48463,5,5,1804,32593,top10,26
2007,Funnel Cloud,48463,1,3,340,6056,top30,26
2012,Flash Flood,48463,6,71,2304,52939,top10,15
2012,Hail,48463,8,62,13385,209891,top2,15
2012,Thunderstorm Wind,48463,1,22,16238,216417,top2,15
1997,Hail,48465,7,106,8612,209891,top2,18
1997,Thunderstorm Wind,48465,4,39,9868,216417,top2,18
1997,Flash Flood,48465,6,101,3027,52939,top10,18
1997,Tornado,48465,1,15,1180,22750,top10,18
2002,Hail,48465,6,106,12540,209891,top2,16
2002,Flash Flood,48465,4,101,3234,52939,top10,16
2002,Tornado,48465,5,15,1040,22750,top10,16
2002,Thunderstorm Wind,48465,1,39,12004,216417,top2,16
2007,Flash Flood,48465,13,101,3688,52939,top10,29
2007,Hail,48465,3,106,12711,209891,top2,29
2007,Flood,48465,8,10,1804,32593,top10,29
2007,Thunderstorm Wind,48465,3,39,13015,216417,top2,29
2007,Tornado,48465,2,15,1238,22750,top10,29
2012,Hail,48465,4,106,13385,209891,top2,10
2012,Thunderstorm Wind,48465,5,39,16238,216417,top2,10
2012,Flash Flood,48465,1,101,2304,52939,top10,10
1997,Hail,48467,15,63,8612,209891,top2,30
1997,Thunderstorm Wind,48467,10,74,9868,216417,top2,30
1997,Flash Flood,48467,5,27,3027,52939,top10,30
2002,Thunderstorm Wind,48467,5,74,12004,216417,top2,5
2007,Flash Flood,48467,4,27,3688,52939,top10,6
2007,Flood,48467,2,6,1804,32593,top10,6
2012,Hail,48467,3,63,13385,209891,top2,10
2012,Thunderstorm Wind,48467,6,74,16238,216417,top2,10
2012,Flood,48467,1,6,992,32593,top10,10
1997,Thunderstorm Wind,48469,3,45,9868,216417,top2,17
1997,Funnel Cloud,48469,1,7,372,6056,top30,17
1997,Flash Flood,48469,9,48,3027,52939,top10,17
1997,Hail,48469,4,55,8612,209891,top2,17
2002,Hail,48469,5,55,12540,209891,top2,11
2002,Thunderstorm Wind,48469,4,45,12004,216417,top2,11
2002,Flash Flood,48469,2,48,3234,52939,top10,11
2007,Hail,48469,2,55,12711,209891,top2,8
2007,Flash Flood,48469,4,48,3688,52939,top10,8
2007,Thunderstorm Wind,48469,1,45,13015,216417,top2,8
2007,Heavy Rain,48469,1,1,874,13299,top20,8
2012,Thunderstorm Wind,48469,5,45,16238,216417,top2,8
2012,Lightning,48469,1,5,591,12849,top20,8
2012,Funnel Cloud,48469,1,7,326,6056,top30,8
2012,Hail,48469,1,55,13385,209891,top2,8
1997,Thunderstorm Wind,48471,1,44,9868,216417,top2,4
1997,Hail,48471,1,35,8612,209891,top2,4
1997,Flash Flood,48471,1,26,3027,52939,top10,4
1997,Tornado,48471,1,9,1180,22750,top10,4
2002,Hail,48471,1,35,12540,209891,top2,4
2002,Thunderstorm Wind,48471,2,44,12004,216417,top2,4
2002,Flash Flood,48471,1,26,3234,52939,top10,4
2007,Flash Flood,48471,2,26,3688,52939,top10,6
2007,Hail,48471,1,35,12711,209891,top2,6
2007,Thunderstorm Wind,48471,3,44,13015,216417,top2,6
2012,Thunderstorm Wind,48471,3,44,16238,216417,top2,9
2012,Tornado,48471,2,9,1057,22750,top10,9
2012,Hail,48471,3,35,13385,209891,top2,9
2012,Flash Flood,48471,1,26,2304,52939,top10,9
1997,Flash Flood,48473,3,15,3027,52939,top10,11
1997,Thunderstorm Wind,48473,2,20,9868,216417,top2,11
1997,Hail,48473,6,28,8612,209891,top2,11
2002,Hail,48473,1,28,12540,209891,top2,6
2002,Thunderstorm Wind,48473,3,20,12004,216417,top2,6
2002,Flash Flood,48473,2,15,3234,52939,top10,6
2007,Thunderstorm Wind,48473,1,20,13015,216417,top2,2
2007,Hail,48473,1,28,12711,209891,top2,2
2012,Flash Flood,48473,1,15,2304,52939,top10,2
2012,Thunderstorm Wind,48473,1,20,16238,216417,top2,2
1997,Hail,48475,1,51,8612,209891,top2,2
1997,Lightning,48475,1,4,841,12849,top20,2
2002,Hail,48475,6,51,12540,209891,top2,9
2002,Lightning,48475,1,4,875,12849,top20,9
2002,Thunderstorm Wind,48475,1,22,12004,216417,top2,9
2002,Flood,48475,1,1,1773,32593,top10,9
2007,Flash Flood,48475,2,13,3688,52939,top10,13
2007,Hail,48475,9,51,12711,209891,top2,13
2007,Thunderstorm Wind,48475,2,22,13015,216417,top2,13
2012,Hail,48475,2,51,13385,209891,top2,2
1997,Thunderstorm Wind,48477,2,33,9868,216417,top2,9
1997,Flash Flood,48477,5,24,3027,52939,top10,9
1997,Hail,48477,2,24,8612,209891,top2,9
2002,Thunderstorm Wind,48477,3,33,12004,216417,top2,9
2002,Lightning,48477,1,3,875,12849,top20,9
2002,Flash Flood,48477,3,24,3234,52939,top10,9
2002,Tornado,48477,2,7,1040,22750,top10,9
2007,Hail,48477,2,24,12711,209891,top2,6
2007,Thunderstorm Wind,48477,1,33,13015,216417,top2,6
2007,Funnel Cloud,48477,1,7,340,6056,top30,6
2007,Flash Flood,48477,2,24,3688,52939,top10,6
2012,Thunderstorm Wind,48477,4,33,16238,216417,top2,6
2012,Tornado,48477,1,7,1057,22750,top10,6
2012,Flash Flood,48477,1,24,2304,52939,top10,6
1997,Hail,48479,7,66,8612,209891,top2,15
1997,Flash Flood,48479,4,49,3027,52939,top10,15
1997,Thunderstorm Wind,48479,4,29,9868,216417,top2,15
2002,Flash Flood,48479,7,49,3234,52939,top10,7
2007,Thunderstorm Wind,48479,3,29,13015,216417,top2,13
2007,Hail,48479,5,66,12711,209891,top2,13
2007,Flash Flood,48479,5,49,3688,52939,top10,13
2012,Flash Flood,48479,7,49,2304,52939,top10,33
2012,Heavy Rain,48479,2,5,1041,13299,top20,33
2012,Hail,48479,16,66,13385,209891,top2,33
2012,Thunderstorm Wind,48479,5,29,16238,216417,top2,33
2012,Funnel Cloud,48479,3,4,326,6056,top30,33
1997,Tornado,48481,2,19,1180,22750,top10,21
1997,Flash Flood,48481,4,22,3027,52939,top10,21
1997,Hail,48481,11,47,8612,209891,top2,21
1997,Thunderstorm Wind,48481,4,59,9868,216417,top2,21
2002,Thunderstorm Wind,48481,7,59,12004,216417,top2,18
2002,Tornado,48481,3,19,1040,22750,top10,18
2002,Flash Flood,48481,4,22,3234,52939,top10,18
2002,Hail,48481,4,47,12540,209891,top2,18
2007,Hail,48481,2,47,12711,209891,top2,7
2007,Thunderstorm Wind,48481,5,59,13015,216417,top2,7
2012,Thunderstorm Wind,48481,2,59,16238,216417,top2,3
2012,Hail,48481,1,47,13385,209891,top2,3
1997,Hail,48483,11,211,8612,209891,top2,23
1997,Thunderstorm Wind,48483,4,57,9868,216417,top2,23
1997,Flash Flood,48483,3,7,3027,52939,top10,23
1997,Tornado,48483,5,12,1180,22750,top10,23
2002,Thunderstorm Wind,48483,5,57,12004,216417,top2,11
2002,Hail,48483,6,211,12540,209891,top2,11
2007,Thunderstorm Wind,48483,9,57,13015,216417,top2,14
2007,Hail,48483,4,211,12711,209891,top2,14
2007,Tornado,48483,1,12,1238,22750,top10,14
2012,Hail,48483,30,211,13385,209891,top2,32
2012,Thunderstorm Wind,48483,2,57,16238,216417,top2,32
1997,Thunderstorm Wind,48485,13,132,9868,216417,top2,27
1997,Hail,48485,9,263,8612,209891,top2,27
1997,Lightning,48485,2,8,841,12849,top20,27
1997,Tornado,48485,1,7,1180,22750,top10,27
1997,Flash Flood,48485,2,15,3027,52939,top10,27
2002,Thunderstorm Wind,48485,14,132,12004,216417,top2,27
2002,Hail,48485,13,263,12540,209891,top2,27
2007,Hail,48485,13,263,12711,209891,top2,26
2007,Thunderstorm Wind,48485,11,132,13015,216417,top2,26
2007,Flash Flood,48485,1,15,3688,52939,top10,26
2007,Lightning,48485,1,8,721,12849,top20,26
2012,Hail,48485,12,263,13385,209891,top2,17
2012,Thunderstorm Wind,48485,5,132,16238,216417,top2,17
1997,Thunderstorm Wind,48487,7,70,9868,216417,top2,15
1997,Hail,48487,7,156,8612,209891,top2,15
1997,Flash Flood,48487,1,7,3027,52939,top10,15
2002,Hail,48487,3,156,12540,209891,top2,7
2002,Thunderstorm Wind,48487,4,70,12004,216417,top2,7
2007,Thunderstorm Wind,48487,5,70,13015,216417,top2,8
2007,Flash Flood,48487,3,7,3688,52939,top10,8
2012,Hail,48487,14,156,13385,209891,top2,15
2012,Thunderstorm Wind,48487,1,70,16238,216417,top2,15
1997,Thunderstorm Wind,48489,1,16,9868,216417,top2,2
1997,Flood,48489,1,5,1946,32593,top10,2
2002,Flash Flood,48489,2,13,3234,52939,top10,11
2002,Hail,48489,2,24,12540,209891,top2,11
2002,Thunderstorm Wind,48489,4,16,12004,216417,top2,11
2002,Funnel Cloud,48489,1,1,235,6056,top30,11
2002,Tornado,48489,1,11,1040,22750,top10,11
2002,Flood,48489,1,5,1773,32593,top10,11
2007,Flash Flood,48489,6,13,3688,52939,top10,8
2007,Thunderstorm Wind,48489,1,16,13015,216417,top2,8
2007,Tornado,48489,1,11,1238,22750,top10,8
2012,Hail,48489,9,24,13385,209891,top2,17
2012,Thunderstorm Wind,48489,5,16,16238,216417,top2,17
2012,Flash Flood,48489,1,13,2304,52939,top10,17
2012,Tornado,48489,2,11,1057,22750,top10,17
1997,Flash Flood,48491,6,93,3027,52939,top10,21
1997,Thunderstorm Wind,48491,7,64,9868,216417,top2,21
1997,Hail,48491,4,136,8612,209891,top2,21
1997,Tornado,48491,4,16,1180,22750,top10,21
2002,Hail,48491,9,136,12540,209891,top2,22
2002,Flash Flood,48491,6,93,3234,52939,top10,22
2002,Thunderstorm Wind,48491,7,64,12004,216417,top2,22
2007,Flash Flood,48491,16,93,3688,52939,top10,21
2007,Hail,48491,3,136,12711,209891,top2,21
2007,Flood,48491,1,2,1804,32593,top10,21
2007,Thunderstorm Wind,48491,1,64,13015,216417,top2,21
2012,Flash Flood,48491,10,93,2304,52939,top10,20
2012,Hail,48491,4,136,13385,209891,top2,20
2012,Thunderstorm Wind,48491,6,64,16238,216417,top2,20
1997,Thunderstorm Wind,48493,3,23,9868,216417,top2,6
1997,Hail,48493,1,24,8612,209891,top2,6
1997,Flash Flood,48493,2,54,3027,52939,top10,6
2002,Hail,48493,4,24,12540,209891,top2,13
2002,Flash Flood,48493,8,54,3234,52939,top10,13
2002,Thunderstorm Wind,48493,1,23,12004,216417,top2,13
2007,Flash Flood,48493,8,54,3688,52939,top10,11
2007,Hail,48493,1,24,12711,209891,top2,11
2007,Thunderstorm Wind,48493,2,23,13015,216417,top2,11
2012,Hail,48493,2,24,13385,209891,top2,8
2012,Flash Flood,48493,2,54,2304,52939,top10,8
2012,Thunderstorm Wind,48493,3,23,16238,216417,top2,8
2012,Tornado,48493,1,7,1057,22750,top10,8
1997,Hail,48495,2,43,8612,209891,top2,4
1997,Thunderstorm Wind,48495,1,23,9868,216417,top2,4
1997,Flash Flood,48495,1,13,3027,52939,top10,4
2002,Hail,48495,3,43,12540,209891,top2,4
2002,Thunderstorm Wind,48495,1,23,12004,216417,top2,4
2007,Hail,48495,10,43,12711,209891,top2,19
2007,Flash Flood,48495,5,13,3688,52939,top10,19
2007,Thunderstorm Wind,48495,3,23,13015,216417,top2,19
2007,Tornado,48495,1,3,1238,22750,top10,19
2012,Hail,48495,4,43,13385,209891,top2,4
1997,Thunderstorm Wind,48497,15,128,9868,216417,top2,44
1997,Hail,48497,19,158,8612,209891,top2,44
1997,Flash Flood,48497,9,34,3027,52939,top10,44
1997,Tornado,48497,1,11,1180,22750,top10,44
2002,Thunderstorm Wind,48497,11,128,12004,216417,top2,20
2002,Hail,48497,8,158,12540,209891,top2,20
2002,Lightning,48497,1,10,875,12849,top20,20
2007,Thunderstorm Wind,48497,7,128,13015,216417,top2,21
2007,Flash Flood,48497,9,34,3688,52939,top10,21
2007,Hail,48497,4,158,12711,209891,top2,21
2007,Tornado,48497,1,11,1238,22750,top10,21
2012,Hail,48497,10,158,13385,209891,top2,18
2012,Thunderstorm Wind,48497,6,128,16238,216417,top2,18
2012,Lightning,48497,2,10,591,12849,top20,18
1997,Thunderstorm Wind,48499,6,87,9868,216417,top2,18
1997,Hail,48499,9,57,8612,209891,top2,18
1997,Flash Flood,48499,3,30,3027,52939,top10,18
2002,Hail,48499,1,57,12540,209891,top2,2
2002,Thunderstorm Wind,48499,1,87,12004,216417,top2,2
2007,Flash Flood,48499,1,30,3688,52939,top10,11
2007,Hail,48499,6,57,12711,209891,top2,11
2007,Tornado,48499,1,8,1238,22750,top10,11
2007,Thunderstorm Wind,48499,3,87,13015,216417,top2,11
2012,Flash Flood,48499,8,30,2304,52939,top10,16
2012,Thunderstorm Wind,48499,7,87,16238,216417,top2,16
2012,Hail,48499,1,57,13385,209891,top2,16
1997,Hail,48501,6,59,8612,209891,top2,7
